specObjID,psfMag_g,psfMag_r,psfMag_i,cModelMag_g,cModelMag_r,cModelMag_i,class
2824949181972506624,19.34314,19.04527,19.06973,19.32779,19.05496,19.06824,-1
6006923494003765248,21.90115,22.12051,21.80402,21.8808,22.11362,21.82559,-1
5054435254707351552,19.88048,19.67151,19.58952,19.89295,19.66525,19.60102,-1
4580256020144254976,21.85269,21.74045,21.53056,21.74577,21.5774,21.5405,-1
5368420048166383616,21.56185,21.10007,20.95709,21.4511,21.13233,20.95365,-1
7256665249695854592,20.72129,20.3222,19.87804,20.69285,20.3268,19.8948,-1
3634511908381499392,17.01792,16.03181,15.67367,17.01254,16.03723,15.7289,-1
4070138443509460992,22.56851,21.0504,19.72839,21.98784,20.66623,19.33531,-1
7262255715980079104,21.63127,21.38122,21.51909,21.5845,21.40065,21.50464,-1
3253959382962038784,16.44087,15.57301,15.30288,16.43223,15.57764,15.29738,-1
3268646385850804224,16.82793,16.51731,16.41643,16.81383,16.52196,16.41735,-1
6497611344190828544,21.46732,21.28434,21.18235,21.48717,21.31854,21.10489,-1
5446094768256512000,21.1016,21.01031,20.90289,21.05596,21.01437,20.91371,-1
6915327359944683520,20.20427,19.55416,19.30126,20.17487,19.55849,19.30481,-1
2335226415617697792,18.72182,18.15949,17.91733,18.72198,18.17017,17.93666,-1
3641173574825385984,18.02206,17.22487,16.86581,17.99073,17.21163,16.85477,-1
3034348151667451904,19.06215,18.56409,18.36444,19.06046,18.54116,18.39117,-1
2876720238148216832,17.57105,15.88835,15.05299,17.56262,15.89118,15.04962,-1
1401808119431981056,22.20079,20.58805,19.10284,22.22229,20.58579,19.11491,-1
3516335846825500672,18.00465,17.38133,17.12434,17.97718,17.36868,17.13683,-1
4910113363243757568,20.09408,20.0143,19.94028,20.03489,19.95452,19.73826,-1
5031781472219623424,18.74708,18.40504,18.29963,18.74912,18.41476,18.30378,-1
1916416934123956224,17.83265,18.38312,15.29863,17.81988,17.70843,15.28661,-1
2883549310438369280,18.74108,18.20408,18.0445,18.74161,18.21427,18.03543,-1
3002824049308048384,17.57327,17.42213,16.98989,17.56166,17.20932,16.98361,-1
3557962808169701376,17.50469,17.37419,17.37392,17.48997,17.37173,17.37423,-1
2071767212393261056,19.24875,19.02478,18.82857,19.23433,19.02639,18.83009,-1
2268812346296133632,20.04067,19.64034,19.59916,20.04754,19.65266,19.56809,-1
5003559202305273856,21.80889,21.34339,21.23523,21.84667,21.31776,21.18506,-1
5676845152909062144,21.78316,21.42901,21.07809,21.72581,21.44007,21.07018,-1
6541629198518906880,18.88529,18.66565,18.40321,18.86527,18.65169,18.429,-1
3116565780485924864,19.84995,18.89972,18.36622,18.72473,17.73561,17.26554,-1
5385416294009597952,19.36444,18.97828,18.83282,19.35093,19.00034,18.8361,-1
8263135386093156352,21.2281,20.85575,20.76775,21.21205,20.82438,20.76015,-1
7480600034447912960,18.78117,18.46737,18.3591,18.78205,18.46776,18.35068,-1
1782300151629506560,19.31745,17.92579,16.9314,19.3252,17.93389,16.92198,-1
7656190392387956736,20.49774,20.2754,20.1417,20.40206,20.26766,20.09991,-1
1708152660747642880,20.05933,18.54039,17.18135,20.05787,18.54502,17.18671,-1
6539419179593428992,20.85795,20.86726,20.66469,20.83132,20.85078,20.59742,-1
