specObjID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,z
8309346209836494848,22.11919,22.06864,21.79388,21.59362,21.40947,21.59979,21.99937,21.72575,21.52799,21.38284,1.668565
1333096595213805568,19.46802,19.48831,19.63921,19.84084,20.13813,19.45333,19.47219,19.62054,19.82974,19.89165,4.109342
7263338735386423296,20.53084,20.41735,20.1633,20.08301,20.10135,20.44014,20.38524,20.16272,20.08837,19.92722,1.177043
2428723400391288832,21.46473,19.90641,18.52222,18.19186,17.32595,21.27324,19.8445,18.44295,18.11469,17.27304,0.3334595
1087768613038876672,18.88772,18.78914,18.93942,18.9157,18.83423,18.86915,18.79805,18.90995,18.90999,18.73417,1.38315
4280720466593378304,22.8577,22.039,22.04065,21.81593,22.00167,22.85479,21.99292,22.03627,21.82473,20.67079,2.11111
4843657775916183552,22.13085,21.29038,20.88201,20.48982,19.81503,21.66318,21.20625,20.82956,20.49887,19.7961,1.964478
5247994382330294272,23.24873,20.94772,20.52783,20.43732,20.32567,23.46376,20.92016,20.51879,20.43003,20.09987,3.215698
8263235440007114752,21.55003,21.63653,21.58609,21.49739,21.2064,21.59756,21.6602,21.54574,21.39881,21.26301,2.018892
566448632958576640,19.87867,19.73551,19.38038,19.2034,18.77003,19.87269,19.55918,18.90068,18.66756,18.56127,0.2860993
6046226361604567040,21.28318,20.82427,20.86466,20.89458,20.79836,21.34035,20.82754,20.82641,20.85628,20.86288,2.601192
7086607636464594944,21.94584,21.47676,21.44026,21.36788,21.18436,21.98779,21.49002,21.46159,21.31328,20.60237,2.168046
6169949457242320896,21.05486,20.407,19.6763,19.29701,18.79842,19.85973,18.95325,18.1862,17.69193,17.33971,0.24409
7078688949342498816,21.75333,21.56964,21.47464,21.56349,21.00266,20.6041,21.50569,21.37306,21.57297,20.37568,1.116647
7102380676041338880,21.4104,20.77763,20.70438,20.70143,20.42176,21.41656,20.76612,20.7077,20.68832,20.24978,2.291269
7851166520201375744,21.91374,21.63696,21.73331,21.55715,21.23268,21.97477,21.63147,21.73283,21.45686,21.09251,2.115658
5128694631584428032,22.10877,21.39719,21.13929,20.73952,20.30204,21.96605,21.37284,21.07647,20.64261,20.14551,0.7034543
6644066568358260736,19.09299,18.50857,18.47486,18.47389,18.30286,19.06904,18.50529,18.4796,18.47087,18.31625,2.30399
2729201240020903936,19.41158,19.12487,19.24041,19.11007,19.09075,19.41218,19.07313,19.15759,18.86156,18.50912,0.5874973
614851337292638208,20.37427,20.45016,20.4313,20.14085,20.20951,20.38031,20.45887,20.43984,20.14954,20.12193,1.918878
6040700215190286336,22.43997,21.94857,21.98694,21.76613,21.24324,22.29181,21.92297,21.85346,21.73343,21.33885,2.326289
1468239499434682368,19.88071,19.83496,19.63235,19.71393,19.69496,19.85575,19.80782,19.61148,19.65741,19.5391,1.198754
8176502664038379520,20.54304,19.77311,19.09911,18.56605,18.42892,20.53882,19.74839,19.10352,18.5563,18.41746,1.540441
6620398755986993152,21.29103,20.74367,20.75927,20.62858,20.38096,21.34222,20.71551,20.70691,20.58663,20.40039,2.490095
1091087210653968384,24.04713,21.93476,20.79791,20.15683,20.35889,24.30639,21.90639,20.76576,20.17444,20.06313,4.038272
2252955184130975744,19.4091,19.39828,19.20997,19.20941,19.35069,19.41962,19.35915,19.19298,19.18627,19.33832,1.255422
6167773249071149056,19.42645,19.30598,19.16088,18.89421,18.75957,19.40515,19.29052,19.15021,18.90112,18.74179,1.906013
6515653784323682304,21.99746,21.0696,21.23339,21.25863,21.00208,22.06401,21.03827,21.17382,21.27554,20.24522,2.422377
6096815166124126208,21.43401,20.77587,20.94421,20.89872,20.46095,20.97818,20.69831,20.95438,20.82411,20.41432,2.325032
7521078555628466176,23.46101,21.20169,21.09563,21.03569,20.80741,23.72033,21.17986,20.99528,21.02868,20.58001,2.928636
5237727693479014400,24.64851,21.715,21.64826,21.69781,21.16467,21.96644,21.68274,21.66334,21.66295,21.09988,3.115645
1350094496263596032,19.45153,18.33882,18.07268,18.03461,18.03256,19.47477,18.33483,18.07567,18.03133,18.02373,3.086312
5689281734920302592,20.8642,20.05967,19.91415,19.84652,19.63797,20.79253,20.04713,19.87382,19.85282,19.53175,2.794352
1200228310706055168,21.6471,20.86106,20.35572,20.07565,19.51819,21.47023,20.87012,20.36205,20.09883,19.51634,2.167135
5477762902260379648,22.82208,22.07564,21.08011,19.82892,19.78894,20.39494,20.56842,19.29668,18.76597,18.51437,0.1243413
4423677316166250496,22.0033,21.26921,21.33552,21.15128,20.67823,21.70321,21.19032,21.32481,21.16306,20.58584,2.29755
4574594633413881856,20.60815,19.79761,19.92791,19.78828,19.56696,20.625,19.77811,19.92897,19.73491,19.4887,2.329662
2249570336578234368,19.61371,19.55615,19.21634,19.0672,19.08784,19.63343,19.48453,19.22575,19.06142,19.00876,1.472223
8339765023971407872,20.92435,20.36818,20.35631,20.25423,20.03928,20.89843,20.33844,20.3168,20.21765,19.97871,2.246992
7946814958363930624,21.40755,20.2793,20.09724,20.11318,19.95412,21.44553,20.28769,20.09248,20.09164,19.23894,2.865525
7563796231265906688,21.13131,20.91758,21.0049,20.90877,20.67006,21.07307,20.91033,20.95158,20.91715,19.79281,1.974719
8262994097506807808,20.37615,20.26169,19.77902,19.67822,19.63599,20.34207,20.23548,19.74443,19.61938,19.59745,1.292365
4726726912469823488,22.77642,21.84975,21.79328,21.71195,21.4944,22.65348,21.73844,21.79655,21.73655,21.08221,2.238826
8003163831336103936,21.13024,20.718,20.72273,20.69154,20.36971,21.07351,20.68199,20.67889,20.66139,20.14928,0.8873536
8263136760281364480,22.74011,22.04703,21.55117,21.03478,20.43337,22.78867,22.04223,21.43319,20.93901,20.3188,0.8363992
8262997670617608192,20.67918,20.74397,20.90589,20.54915,20.6651,20.66473,20.74817,20.85199,20.53639,20.48306,1.848399
7580958507777323008,21.43412,20.44886,20.42389,20.40151,20.23976,21.43718,20.41766,20.40151,20.32077,20.11761,2.661401
5630678306627710976,24.43012,20.9714,20.54005,20.37843,20.40824,24.56498,20.9847,20.52288,20.35849,20.03399,3.210778
2998316877811312640,19.18463,18.9966,18.84825,18.59824,18.34404,19.1937,18.95475,18.63632,18.30546,18.05201,0.4298094
4569023407895277568,21.7449,21.09447,20.9377,21.00922,20.69082,21.77678,21.1158,20.94316,21.00578,20.43002,2.270683
853486318133471232,19.78311,19.24309,19.2981,19.17639,19.21016,19.77419,19.23806,19.2806,19.07373,19.03204,0.6218567
1860148883712141312,19.19469,18.97067,18.94838,19.07473,18.85104,19.21122,18.95575,18.90873,19.06494,18.85621,0.7609428
6748883012874334208,18.78409,18.8758,19.18154,19.45965,19.63215,18.79148,18.85735,19.18338,19.45516,19.64163,2.526101
4775188436716548096,22.76679,22.229,22.27735,22.2558,23.22854,22.02129,22.17696,22.25112,22.23784,23.10915,2.240694
8227120606589153280,22.00169,22.124,21.76924,21.84692,21.43499,22.08124,22.04934,21.65464,21.73831,21.48005,1.180954
731911666337343488,17.02251,16.70783,16.50461,15.94526,16.00425,16.98783,16.42578,16.04353,15.49904,15.50494,0.07390003
8001954094573613056,23.03981,20.95447,20.76161,20.65525,20.80925,20.95391,20.86428,20.715,20.57131,20.67546,3.248685
1431075731219179520,20.54695,20.19734,19.9921,19.82459,19.57102,20.57628,20.15054,19.96142,19.82351,19.42576,0.891098
4724279124674932736,21.96135,21.0549,20.31376,20.14921,19.88014,21.78734,21.02003,20.29984,20.17561,19.90018,2.334032
7610171433004232704,20.3959,20.36166,19.9163,20.05296,20.2559,20.3357,20.2946,19.9147,20.06199,20.26152,1.150998
1625800616230021120,18.72867,18.76475,18.79486,18.51142,18.49721,18.70927,18.73767,18.78663,18.5205,18.50631,1.726509
8220323426142449664,20.59393,20.6125,20.48008,20.04613,20.06926,20.61073,20.57727,20.48173,20.02626,20.03883,1.869143
7593301076058238976,18.13524,17.97511,17.99558,17.87345,17.92696,18.13165,17.9307,17.9679,17.88473,17.91264,1.482368
5590176146584694784,21.2902,20.50153,20.24154,20.03539,19.71228,21.28208,20.52059,20.17649,19.93766,19.58021,0.7011342
8196661110658232320,20.45136,20.26393,20.03359,20.03204,20.06215,20.43419,20.22182,20.02121,20.02761,20.09716,0.9678912
6138631242176458752,23.98189,21.98031,21.58817,21.56143,21.62702,22.02129,21.94475,21.57343,21.44228,20.40536,1.209435
6082186712749633536,22.20617,21.44425,21.44529,21.41664,20.89577,21.81866,21.42099,21.38103,21.35598,20.80374,2.505506
878250895366711296,20.70531,20.36492,20.312,20.44435,20.38761,20.72878,20.36929,20.3141,20.45476,19.96646,2.273098
6794820058507571200,18.30614,18.3205,18.34204,17.9891,17.97094,18.28922,18.30525,18.33336,17.98763,17.98075,1.868409
7637163891495727104,19.20126,19.06868,19.077,18.83133,18.77297,19.12332,19.05071,19.06655,18.8182,18.7076,1.901035
4329147353522696192,21.07057,20.57051,20.62542,20.32474,19.81046,21.06949,20.55853,20.49021,20.13457,19.76435,0.5682094
1803858004190193664,19.14605,19.09672,18.87724,18.88722,19.02214,19.11892,19.07111,18.86372,18.87976,18.98289,1.093198
6154396041170579456,21.83128,21.18587,21.07675,21.01967,20.72359,21.87554,21.1993,21.0958,20.99596,20.75086,2.325132
7916442871376048128,23.0114,21.70655,21.29609,21.14003,21.21446,23.12741,21.64196,21.23608,20.95895,19.71533,1.254501
1980610819943065600,20.05628,20.10922,20.56395,20.81767,20.81388,20.05423,20.07971,20.5656,20.6958,20.56146,1.230806
6537044234225774592,24.47431,21.89002,21.62029,21.92752,21.37684,25.25457,21.86831,21.57378,21.88265,21.1566,3.047854
7216058085252198400,22.07458,21.35293,21.4927,21.19708,20.8387,21.861,21.36349,21.39325,21.20211,20.82175,2.260062
7084183489612541952,21.72166,20.80049,20.61593,20.52971,20.05608,21.76637,20.67745,20.5726,20.52982,20.00948,2.466051
4556758905342586880,22.11565,21.0349,21.29754,21.20509,20.35648,21.65034,20.98005,21.23505,21.07404,20.3434,2.291549
5763625482185273344,23.59356,22.88352,21.79157,20.78527,20.35642,23.76319,21.62879,20.488,19.84623,19.69813,0.4817493
8260776382067044352,22.89728,22.33085,21.99251,21.89178,21.7082,22.52371,22.14868,21.98402,21.84106,20.48759,1.550952
5070045571344691200,22.70722,22.06281,22.06199,22.04005,21.36018,21.17468,22.01152,21.90805,21.77983,21.40859,2.537635
5117426001353830400,23.63252,22.73022,21.01041,20.17771,19.55041,24.12224,22.28957,20.65123,19.56739,18.99462,4.59255
5662224945016139776,23.2441,21.20314,20.83804,20.73022,20.0557,21.79873,21.22009,20.79417,20.69622,19.90203,2.572554
2231705746578368512,23.87518,20.37864,18.79208,18.62906,18.63872,23.79158,20.39267,18.76826,18.60596,18.63103,4.125996
2993920484996835328,18.97494,18.86581,18.61131,18.77529,18.80261,18.93554,18.88554,18.60811,18.77958,18.8365,0.9975155
4743599467633766400,21.96216,21.37951,21.34419,21.17139,20.62823,22.02944,21.40736,21.35672,21.17929,20.47719,2.153505
8261948735903952896,21.29954,21.15121,20.95211,20.84746,20.73451,21.10832,21.05194,20.86977,20.71447,20.36821,1.355433
6782630597925466112,24.3645,21.57532,21.0175,20.31298,20.07648,24.44947,21.58387,20.95179,20.1674,19.97551,1.686928
6626026606153101312,19.62493,19.07603,19.02023,19.04381,18.80783,19.62505,19.03663,19.02635,19.0252,18.81212,2.495143
8157326905583529984,21.06648,21.03533,20.68788,20.673,20.45974,20.97089,20.99511,20.58849,20.37242,20.02722,0.9740447
7208138853222903808,21.01821,20.6411,20.81182,20.6662,20.32929,20.60644,20.5869,20.70674,20.66175,20.02652,1.976894
1947893484065155072,19.76875,19.791,19.85973,19.49723,19.7353,19.77607,19.78106,19.85842,19.48111,19.62855,1.792774
7944521926595768320,20.51728,19.94261,19.93813,19.79893,19.65157,20.51416,19.89776,19.89729,19.77193,19.58947,2.83251
1896096036691142656,20.6108,20.2728,20.29712,19.90621,19.59761,20.54983,20.20405,20.0891,19.70342,19.42502,0.5192545
331186404623149056,18.16069,17.93161,17.92051,17.89237,17.73283,18.14762,17.91017,17.88608,17.81885,17.70154,0.4290926
7543732892603183104,20.51305,20.24267,20.02074,19.96176,19.88646,20.33226,20.27052,20.02275,19.88005,19.88459,1.436147
8463474375747368960,21.1633,21.2818,20.88688,21.00535,20.99519,21.16827,21.18639,20.92278,21.0105,20.61018,1.322657
3118836550985607168,19.50285,19.88347,19.30192,18.87832,18.85781,19.47328,19.75205,19.31585,18.84678,18.85708,1.811955
7980486953282498560,22.0688,21.62688,21.5687,21.57581,21.07826,21.72718,21.61672,21.41507,21.6023,19.55047,1.908969
1468251319184680960,19.28495,19.0071,18.85845,18.93727,18.83103,19.28568,18.9841,18.86023,18.92143,18.82676,0.8197989
1870230300542396416,25.48516,21.09982,19.74797,19.20998,18.99734,25.46464,21.11574,19.76511,19.19137,18.98957,3.178248
4296494331223273472,21.22881,20.35626,20.24277,20.14587,19.96246,21.29795,20.34964,20.21624,20.05254,19.96932,2.539035
7581906287085678592,22.18344,21.29573,21.29673,21.12592,20.86854,21.86893,21.24105,21.22726,21.13106,20.69288,2.750955
2176531702418008064,19.86003,19.52956,19.28066,19.12184,19.11168,19.77375,19.50603,19.27735,19.12589,19.12999,1.774633
7477182752292007936,21.78135,21.39318,21.39841,21.32787,20.35905,21.662,21.39729,21.41568,21.25381,19.93088,0.7711416
4800955767530909696,23.2562,22.35726,21.78009,20.80065,20.16611,20.17519,21.11485,20.26999,19.58753,19.67694,0.6915005
4556686612453060608,24.66371,21.2167,20.5688,20.34912,20.09371,22.08838,21.20726,20.57595,20.29664,20.13361,3.171588
6093634553846099968,21.30982,20.85699,20.89332,20.90415,20.79972,21.3062,20.84436,20.86967,20.91474,20.42111,2.378668
5361601975623020544,21.80437,20.5624,20.41564,20.45601,20.42912,21.6917,20.56623,20.3903,20.46248,20.35182,3.020866
7918723535316119552,23.86306,22.33923,20.99087,21.08421,20.90988,22.43851,22.30216,20.99834,21.01946,20.7728,3.740624
7553691170170925056,20.11432,19.89176,19.68533,19.6037,19.52264,20.07234,19.82179,19.66559,19.56685,19.30507,1.110211
5831236928108425216,23.55364,21.96921,21.96712,22.0188,22.3951,20.33362,21.99244,21.9176,21.89093,20.16047,1.229228
4106419291539828736,21.82379,20.40505,19.90268,19.69649,19.4187,21.55392,20.41706,19.92804,19.68471,19.31362,2.65642
2585100608511961088,19.92928,19.43944,19.16398,19.06593,19.05745,19.82556,19.42121,19.16322,19.07083,19.00924,1.334608
8263122740769910784,21.17594,21.14294,21.32849,20.99527,20.69458,21.05672,21.15414,21.19951,21.0149,20.42655,1.776109
7579736950375641088,19.27644,18.78692,18.66413,18.47118,18.36974,19.29403,18.81564,18.67163,18.44111,18.35147,2.21612
8210074877639192576,22.12638,21.96393,21.59142,21.52594,21.20347,22.17481,21.87963,21.60259,21.19644,20.64293,1.237106
6170087445951606784,22.76216,21.79015,21.60288,21.78399,21.60172,22.64009,21.76877,21.55478,21.60054,20.79781,2.918061
6641832085835935744,23.91287,21.53425,21.32653,21.56557,21.15971,20.95552,21.48682,21.34486,21.55994,21.16424,2.340152
7657454282480480256,21.4506,20.74382,20.6482,20.55784,20.17794,21.48833,20.68545,20.5897,20.52796,19.82601,2.745164
8176347632898863104,23.75287,24.75549,22.08469,20.95986,20.04263,20.43394,23.59485,21.09959,19.81211,19.28116,0.235779
4331390911445135360,23.87073,20.84615,19.58182,19.25299,19.46383,22.59187,20.8567,19.58911,19.21389,19.44449,4.175572
4932702004885254144,25.47429,23.39109,22.14179,21.00044,20.24055,25.60261,21.53793,20.61359,19.35399,18.69053,0.9353117
7526673695290093568,21.52385,21.05539,20.7489,20.74111,21.17486,21.44646,21.06553,20.73459,20.76182,21.21785,1.08567
1945718645535565824,18.37168,18.08,18.2115,18.01847,17.91644,18.35772,18.03138,18.1844,17.99462,17.88321,0.4880424
1676547474841430016,20.93042,20.75976,20.5784,20.67662,20.34713,20.88228,20.7216,20.52285,20.47607,19.85455,0.9765052
4867313224754327552,23.51147,21.9716,21.79533,21.78081,21.11484,23.68614,21.96406,21.82964,21.68699,21.17955,1.628763
5974263049396875264,21.20578,20.79521,20.60784,20.52524,20.60423,21.17782,20.79056,20.60899,20.48401,20.57802,2.45362
7941070009622261760,20.72963,20.3655,20.30982,20.1531,20.14978,20.51942,20.22929,20.1687,20.11475,20.10816,1.552863
5373055309445787648,20.93392,20.34819,20.1265,20.18429,20.05587,20.97242,20.31885,20.11333,20.17147,20.01198,2.197318
4734439986102464512,20.77606,19.83188,19.85153,19.4933,19.07879,20.7836,19.79156,19.77056,19.3543,18.94265,0.6955464
6420061143339560960,20.44461,19.72398,19.36031,19.2261,18.98831,20.32833,19.68949,19.35625,19.22902,18.98566,2.557132
7221560591193403392,20.43156,20.34095,20.20781,20.0035,19.9873,20.44674,20.32208,20.21332,19.98294,20.04667,1.541401
7469285509757071360,20.37179,18.35737,18.12838,18.00473,17.94965,20.33166,18.37186,18.1134,17.9918,17.90965,3.18193
7982695322420441088,21.62932,20.92298,20.31715,20.07061,19.59165,21.69376,20.87094,20.24331,20.03931,19.48102,0.8244002
2783231236829636608,22.35996,20.63673,19.80463,19.47777,19.40484,22.35141,20.62109,19.80816,19.4814,19.41954,0.5440032
7240812490123833344,20.74413,20.46577,20.40339,20.28685,20.49288,20.78757,20.45556,20.41306,20.22735,20.51625,0.793466
796099781347796992,20.44424,20.19794,20.13033,19.83739,20.04738,20.38249,20.18669,20.12819,19.82007,19.81755,1.688687
6157722063911710720,22.456,21.86355,21.67679,21.39126,21.03021,22.03018,21.78467,21.6559,21.31189,20.96504,1.663792
8262988325070761984,20.40412,20.03963,19.88074,19.65581,19.44629,20.43314,20.01478,19.86788,19.63091,19.43143,2.163733
7648470996647342080,21.29523,20.64108,20.41348,20.09491,19.98734,21.0902,20.59375,20.41891,20.10572,19.83021,1.861712
5283977000162881536,22.78913,22.13527,21.86706,22.15437,21.807,19.66491,22.13446,21.62554,22.16579,21.93457,2.092079
3240357324111505408,20.88262,20.65848,20.69841,20.43391,20.34144,20.87712,20.66979,20.69148,20.37165,20.29378,1.755612
923397118738065408,20.53076,20.47108,20.24364,20.19188,20.06733,20.45023,20.44426,20.22444,20.19279,19.80269,1.388232
302916854366627840,24.47266,22.4893,20.61121,19.68415,19.24592,24.26193,21.36234,19.52422,18.57861,18.29231,0.5525596
3233649753476589568,20.7656,19.78397,19.64487,19.54028,19.42134,20.83402,19.78849,19.6278,19.51969,19.41456,2.717706
7606610115009638400,21.88759,21.48741,21.34423,21.29945,20.96673,21.66874,21.46184,21.3122,21.3173,21.07203,2.274318
1102373697261430784,19.92733,19.7538,19.66332,19.54646,19.44023,19.81621,19.7541,19.66884,19.55777,19.45594,1.928073
4431752129006989312,22.27041,21.77873,21.39066,20.70242,20.25542,20.71564,21.54659,20.87175,19.83822,19.55607,0.5539218
7998565674128175104,22.21446,21.17237,20.97482,21.04556,20.39364,22.29691,21.13768,20.9819,20.95982,20.35713,2.606808
6751118594807623680,20.82408,20.22644,20.15246,20.07977,19.96811,20.86661,20.23676,20.13083,20.09061,19.74683,2.344221
6928801875245068288,20.80112,20.32957,20.11818,20.10813,19.8352,20.8507,20.29489,20.10343,20.11325,19.84157,2.236646
876067539598206976,19.09408,18.93263,18.57284,18.14093,18.00612,19.01942,18.75204,18.05025,17.64766,17.3616,0.2350051
6145359154732789760,20.07164,19.32099,19.28195,19.29885,19.03992,20.02665,19.2901,19.2941,19.30113,19.03012,2.510381
5696114099789426688,21.39205,20.49607,20.26609,20.09836,19.80157,21.44289,20.4867,20.27841,20.09301,19.82111,2.634476
552855094870173696,19.54558,19.3502,19.36444,19.10526,19.12836,19.53218,19.33793,19.36529,19.08755,19.13409,1.690551
623889869189441536,21.21272,21.13924,22.05606,21.19711,19.69486,21.22499,21.15495,21.87746,21.16159,19.59929,4.499541
7277969935795154944,21.2975,20.89907,20.91103,20.86004,20.93714,21.24158,20.87884,20.87976,20.81153,20.93654,2.521888
4289824981032562688,20.63314,20.00948,19.98603,20.0579,19.84007,20.6901,20.00348,19.97677,20.05881,19.66301,2.45365
8263214825355278336,24.04469,21.46921,21.07337,20.79061,21.09345,20.83942,21.46604,21.04209,20.79371,20.32155,3.372388
8064981672024272896,21.55495,21.00286,21.05757,20.8492,20.6477,21.43535,20.90749,21.08095,20.81236,20.3593,1.576186
6635161348723109888,18.77643,18.15772,18.25237,18.09845,17.88134,18.79803,18.15863,18.2504,18.11792,17.88938,2.326384
8068390158221373440,21.14196,20.86196,20.65672,20.57818,20.96834,21.13236,20.8439,20.63558,20.595,20.72945,1.186867
4464393880456589312,22.86616,20.94521,20.67313,20.7794,20.41226,21.85538,20.9296,20.62476,20.70772,20.29346,2.906952
467249042619918336,18.11137,17.54788,17.33909,17.14658,17.01619,18.07217,17.51168,17.33554,17.13798,16.98143,0.750215
6498891725347155968,21.33739,20.58382,20.52973,20.51884,20.13185,21.14462,20.51011,20.51064,20.484,20.15804,2.417723
4487862406848638976,20.82649,19.412,19.09456,18.89825,18.86919,20.81823,19.41636,19.09164,18.87152,18.87382,3.066916
8463650297607813120,22.13131,21.84482,21.25349,20.97481,20.5689,21.81477,21.84766,21.15252,20.96671,20.43204,1.714576
4949543774327599104,20.73845,20.18337,19.97281,19.80367,19.60448,20.67535,20.15806,19.94793,19.7955,19.43048,0.7631069
6539298233314373632,22.43544,21.74255,21.54773,21.29527,21.19874,21.85843,21.75036,21.55694,21.24808,20.94501,0.8328465
4109688679583903744,19.96591,19.54668,19.29379,19.27381,19.13827,20.00883,19.49792,19.28912,19.28305,19.14954,2.544983
8341884333254703104,20.36963,20.13603,20.07241,19.71079,19.80102,20.42247,20.1294,20.07894,19.70733,19.70104,1.684661
6727405706402263040,20.98959,20.53879,20.26775,20.18834,20.02489,21.00149,20.48067,20.22999,20.17815,20.00591,0.9085238
7212537999178526720,24.07842,21.83742,21.24187,21.34647,21.76433,23.1962,21.83692,21.22416,21.36313,20.37896,1.203141
5238984984186515456,21.34098,20.91084,20.85956,20.88518,20.4746,21.08134,20.75214,20.82507,20.8959,20.46176,2.42614
4119886099118747648,20.67464,19.96254,19.62967,19.43411,19.07319,20.70169,19.94683,19.63008,19.43711,19.08024,2.200409
2016512643250022400,18.35968,18.21436,18.12344,17.97955,17.85516,18.3084,18.19785,18.11221,17.98624,17.85486,1.98095
2114585785402419200,18.91877,18.78276,18.449,18.35126,18.36071,18.88308,18.77163,18.4425,18.35106,18.31026,1.239504
8210329689458929664,20.66579,20.2483,19.88039,19.434,19.30518,20.70866,20.19899,19.88624,19.45503,19.27353,1.790301
7419749760569634816,22.77556,21.7987,21.71693,21.49904,21.31464,21.22891,21.74846,21.69478,21.43927,20.84373,2.518465
2613359981088499712,21.75185,20.415,19.85075,19.64404,19.5406,21.77184,20.37606,19.86243,19.6459,19.45133,2.012692
8362190387901296640,21.35574,21.5252,21.09193,21.16794,21.27085,21.28674,21.46779,21.06059,21.11183,21.09988,1.125661
5073388636532830208,20.9123,20.33247,20.3028,20.36676,20.3065,20.95717,20.31944,20.29723,20.33911,20.34417,2.418125
7471607953192841216,23.05185,21.97373,21.80844,22.07684,21.42601,23.05514,21.9351,21.77343,21.8927,20.66616,1.249848
8228247056067260416,21.74874,21.78497,21.78641,21.54889,21.57992,21.59535,21.72693,21.77095,21.24632,21.09617,1.498429
7988501293000486912,20.78932,20.11089,20.0721,20.13642,19.84823,20.67443,20.09488,20.06042,20.09651,19.84542,2.613319
5187048463439425536,23.36019,20.88957,20.44367,20.30143,20.14366,22.63975,20.90683,20.42859,20.30634,20.09806,2.943765
2237225025591601152,19.37356,18.95238,18.91362,18.96842,18.83121,19.28636,18.92678,18.89409,18.92665,18.75019,0.7204086
4946186692379471872,23.91275,22.145,21.60013,21.59149,21.83422,24.10412,21.64449,21.34463,21.18814,21.82397,0.3241931
8263053746096500736,21.25165,20.27503,19.58504,19.32383,19.26917,21.2997,20.21746,19.5702,19.32906,19.25243,1.285355
5131900797089148928,21.74455,21.23034,21.07088,20.8611,20.60732,21.60957,21.2365,21.04748,20.87418,20.61129,1.067058
8329492012106184704,23.79748,25.57187,22.21015,21.39521,20.36768,22.52573,25.67763,21.28699,20.35437,17.74209,0.9131687
5763709869702705152,25.35644,21.04178,20.90896,20.60504,20.5073,25.53069,21.0192,20.84939,20.58405,20.3943,2.775768
4322595367960637440,20.90444,20.08145,20.05604,20.06137,19.82042,20.92999,20.06021,20.05379,20.02877,19.70761,2.370052
483183439017699328,18.34768,18.28155,18.084,17.88377,17.81945,18.34638,18.2175,17.86499,17.68429,17.55875,0.2481319
529247480492091392,21.45816,21.16105,20.66001,20.6951,20.38603,21.3844,21.13519,20.66434,20.65691,20.29644,1.003228
1223978867098675200,21.10437,20.32283,20.08279,19.89235,19.70517,21.11374,20.28896,20.07582,19.87497,19.52929,2.682179
8040151400464445440,20.15304,19.83664,19.7499,19.78309,19.63087,19.98283,19.82652,19.75185,19.77553,19.58733,0.7860454
7085468818621526016,23.32465,21.8613,21.59653,21.717,21.93558,22.41879,21.80287,21.50359,21.72905,20.66693,2.898561
2286752253379373056,19.41842,19.29259,18.78636,18.35406,18.37003,19.18968,18.16055,17.30308,16.86295,16.66254,0.2220737
7917384328576430080,21.8906,21.96975,21.8395,21.41158,22.17323,21.63121,21.86212,21.81385,21.12224,21.33257,1.891443
6164404345393311744,23.151,21.87103,21.87445,22.21974,21.47765,20.7851,21.84088,21.77552,22.15059,21.19686,2.975205
8263250834881181696,21.88123,20.94836,20.57803,19.96541,19.83713,22.04007,20.76132,20.3093,19.76937,19.3856,0.7583526
7972600706585260032,17.88596,17.80832,17.55492,17.57806,17.68063,17.85999,17.79108,17.57136,17.5813,17.66329,1.266643
7256468986870296576,20.11079,19.87576,19.55547,19.56613,19.63325,20.09508,19.88789,19.53934,19.53401,19.55239,1.081077
1252062597289633792,20.15696,19.71743,19.78662,19.65149,19.46755,20.13592,19.66293,19.6822,19.38486,19.04851,0.6344503
5109401770410045440,21.0949,20.47875,20.27849,20.27104,20.01187,20.82607,20.48804,20.27813,20.25077,19.90522,2.485142
1173202866932836352,19.16447,18.88937,18.81217,18.73486,18.54963,19.18932,18.85257,18.79381,18.67675,18.51378,0.4520055
7862401599959396352,19.9254,19.82937,19.55563,19.40554,19.25574,19.89621,19.81224,19.55572,19.40591,19.26577,1.407749
4907863757453717504,24.50332,22.10021,21.7857,21.04273,20.49628,24.80665,22.06362,21.73595,21.07544,20.32378,3.105844
6498966492137844736,21.61199,21.01838,20.95144,21.02043,20.56226,21.51751,20.99046,20.9386,20.99027,20.45452,0.8136695
7498705692187619328,22.71999,21.46222,21.25325,21.28319,21.07716,22.47619,21.44726,21.24825,21.28425,21.09939,2.837821
7285928750712811520,20.84674,20.5724,20.25329,19.83191,19.69681,20.79561,20.57352,20.23222,19.85225,19.62899,1.825595
8336290567294744576,22.2231,21.88221,21.49721,21.33059,20.68201,22.33117,21.79937,21.49508,21.33088,20.62726,2.403597
5004840688660705280,21.47638,21.00839,21.01934,20.81574,20.83696,21.40398,20.95422,20.89954,20.73865,20.47474,1.720038
389684816351619072,24.84285,22.77202,20.79532,20.13799,19.87922,24.93301,22.46334,20.45858,19.86806,19.52367,0.1380283
8354190066453245952,20.65666,20.49493,20.24818,20.29106,20.24542,20.54945,20.49014,20.24716,20.26231,20.09892,1.146551
8339793061517916160,22.21124,22.23859,21.9391,21.78863,21.46882,21.96037,22.26445,21.87322,21.74394,20.96711,0.9224836
8249743608002572288,22.1763,21.61484,21.50826,21.17125,21.02801,22.11171,21.56653,21.50576,21.15405,21.06355,1.896095
