specObjID,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,z
4106351660736638976,20.31405,20.08817,19.74536,19.79281,19.84111,20.24559,20.09349,19.74573,19.77824,19.43994,1.156115
7298089899893911552,21.27945,20.09305,19.96613,19.97237,19.83168,21.2579,20.10836,19.96387,19.97995,19.86725,2.99141
7473850132330115072,21.49954,21.11319,20.88735,20.7902,20.25284,21.46377,21.11246,20.82032,20.67427,20.20034,0.904229
8157216404664938496,21.53013,21.68415,21.68321,21.35888,21.19217,21.66003,21.60195,21.64909,21.07324,20.64761,0.7215863
4041081352060858368,23.11512,21.97256,21.51859,21.45495,21.54763,21.61518,21.98324,21.46217,21.1063,21.33206,1.260442
2514184859144972288,19.33997,19.11973,19.135,18.86602,18.58958,19.29499,18.9886,18.81734,18.45511,18.20691,0.4888031
6530405382497169408,21.08692,20.50514,20.84267,20.69378,20.46969,21.08195,20.50254,20.78265,20.7073,20.48088,2.222082
5958492479241777152,20.91097,20.58706,20.50532,20.51417,20.22162,20.88234,20.55564,20.4955,20.40945,20.11934,0.731942
4239171571346501632,22.05703,21.71838,21.76354,21.70704,20.97598,21.87044,21.65475,21.74821,21.72136,20.99484,2.177346
7197009871354130432,20.16436,20.07598,20.13236,19.87174,19.85447,20.14443,20.06687,20.13958,19.83475,19.8378,1.798467
2907233882728327168,18.23349,17.9107,17.66432,17.42539,17.22268,18.22515,17.82165,17.46222,17.1984,17.04323,0.2333201
4457576914689388544,25.14491,22.14487,21.73431,21.45905,21.24316,25.24273,22.16466,21.7084,21.46019,21.33016,1.399639
1078683894322063360,18.79912,18.49482,18.56026,18.40362,18.4511,18.81305,18.47746,18.52277,18.37734,18.4596,0.581399
7601107608095354880,23.07483,21.51286,21.19766,21.1434,20.9798,23.23653,21.4144,21.20078,21.15039,21.0182,3.222394
6824169047509889024,22.05995,21.63371,21.42914,21.41661,21.01236,22.13745,21.57561,21.32791,21.37529,20.43538,0.8350947
6111487050073698304,21.35958,20.77875,20.45335,20.31341,19.92892,21.13865,20.76656,20.41084,20.28649,19.72367,1.972154
1007779141094762496,19.29834,19.15649,18.8384,18.73921,18.71353,19.26604,19.1465,18.8477,18.72585,18.73375,1.42092
476409347895748608,19.61376,19.5382,19.10312,19.07279,18.9113,19.56594,19.52626,19.10672,19.01331,18.8777,1.347634
5376348622554853376,20.47045,20.00818,19.91622,19.96455,19.77865,20.44051,19.99334,19.86736,19.97499,19.80367,0.8643394
7576354578552778752,19.9676,19.79683,19.73604,19.46429,19.38667,19.82209,19.76813,19.72546,19.44036,19.37821,1.616634
6582205569909321728,21.16532,20.50629,20.20287,20.0815,19.76749,21.17053,20.50091,20.11646,20.00653,19.68903,0.8888038
8145953281874259968,20.78104,20.60334,19.99404,19.65154,19.08795,20.43162,19.97328,19.03057,18.49934,18.17979,0.3580763
5845849164592377856,20.0485,19.4539,19.4393,19.42711,19.10841,20.04036,19.44308,19.43325,19.39229,19.12252,2.353197
2428580738757584896,19.63326,19.35247,19.27052,19.08355,19.14778,19.60175,19.34415,19.26435,19.07766,19.08275,1.697873
2177658701433825280,19.56181,19.27185,19.21033,19.41565,19.20835,19.5048,19.2501,19.21619,19.31685,19.06532,0.8408108
2999473294031218688,18.87839,18.78672,18.6943,18.59959,18.40043,18.88295,18.78772,18.69606,18.61149,18.3733,2.040589
8003085491132624896,21.63325,21.10487,20.72316,20.01739,19.68241,19.86416,20.99432,20.065,19.26097,18.65822,0.5419356
3319269000235476992,20.71104,20.17236,19.55724,19.0084,18.67551,20.64094,20.14055,19.54183,19.00996,18.69405,1.925676
4562384560746852352,22.31745,21.77444,21.86882,21.82812,21.30618,21.95872,21.77163,21.55214,21.72188,21.22242,2.135586
8264230775055644672,22.54047,21.91822,21.78857,21.50765,21.08586,22.5173,21.82335,21.63404,21.52778,20.73458,1.209519
8237211924141109248,21.01682,20.71601,20.38041,19.97826,19.92345,20.96947,20.72171,20.38891,19.96107,19.82193,1.791913
5979873307980918784,20.72027,20.22519,20.15153,20.11662,19.95203,20.68407,20.21543,20.12968,20.03765,19.8909,0.7865055
407609609797265408,21.00612,20.53544,20.23865,20.18936,20.05523,20.96649,20.46029,20.17016,19.81507,19.29742,2.38359
5134231761840697344,18.38125,18.06592,17.8563,17.76966,17.81674,18.38089,18.01453,17.84839,17.76432,17.81063,1.374789
7263217514229460992,21.99563,21.22071,21.03917,20.90396,20.5173,21.38441,21.22097,21.07097,20.85003,20.41424,2.915196
4472160285654446080,24.90843,23.43009,21.74061,21.65143,21.97711,24.90915,23.47279,21.6788,21.67132,21.45313,3.832633
3335021703746054144,22.15438,21.67078,21.31776,20.92258,20.48665,21.85491,21.60129,21.27745,20.84056,20.21914,0.6172464
4751537941552754688,24.01439,21.36462,20.92788,20.91106,20.90396,24.11461,21.34956,20.87458,20.81449,20.91793,3.009885
6009043626863816704,24.83496,22.29149,22.25171,21.9642,22.37717,25.0472,22.21601,22.14697,21.95351,22.03051,2.670019
7580819419556409344,21.79788,20.99447,20.77028,20.77984,20.75652,21.8119,20.95123,20.76872,20.77314,20.81715,2.621721
4282987655425880064,21.00032,20.40913,20.02319,19.76114,19.61859,20.92905,20.37609,20.00546,19.7478,19.57576,1.974536
5777220118812225536,22.667,20.7143,20.2494,20.04756,19.99636,21.14845,20.69829,20.25862,20.01191,20.01595,2.946962
7635924197470564352,23.62872,22.18644,21.9503,22.22234,21.94032,23.82891,22.17306,21.9603,22.24743,20.98147,3.001236
4921344874504712192,20.79016,20.18622,20.05197,20.11391,19.73544,20.76516,20.12007,20.04627,20.07671,19.69172,2.446046
2808058484245948416,18.60529,18.64774,18.22913,18.22325,18.2489,18.64571,18.60921,18.18993,18.22025,18.22111,1.283212
6597878833771900928,21.33558,20.92545,20.80917,20.61067,20.3077,21.31878,20.89547,20.80298,20.55857,20.14975,2.155692
4948371145159798784,22.18648,20.70507,20.44435,20.34434,20.33129,22.25508,20.70066,20.442,20.29872,20.33349,2.962245
7298297432713654272,22.18305,21.67533,20.75931,20.07204,20.00262,21.05429,20.70648,19.42574,18.78208,17.98563,0.5538016
5821005424434540544,21.26664,20.60922,20.34574,20.36463,20.22974,21.25972,20.58799,20.35416,20.3672,20.18944,2.597296
7679899711323172864,21.88939,21.09208,20.9971,20.8597,20.69221,21.84589,21.04593,20.99828,20.87474,20.18263,2.783871
7170866781467897856,25.80801,22.51952,21.64627,20.90184,20.2197,25.91515,22.17385,21.13394,19.93408,19.57568,0.7106056
6067520327582937088,21.82859,20.94663,20.69602,20.62782,20.37782,21.69393,20.89268,20.67126,20.62717,20.33183,2.275888
8032239314807746560,21.38325,20.90945,20.67597,20.59619,20.19009,21.30672,20.87819,20.53694,20.52794,19.78728,0.8006115
7329846821508542464,22.4288,21.71813,21.47813,21.36688,20.93104,22.0717,21.74046,21.46319,21.28205,20.81123,0.7248074
8310513340825399296,19.80412,19.64267,19.65533,19.50869,19.21288,19.77526,19.63509,19.63816,19.47653,19.01366,1.969235
4899035228922376192,24.58817,22.89879,20.91623,20.83876,20.34706,20.86492,22.82772,21.04874,20.82922,20.43872,1.731781
8310364356999835648,19.99804,19.57003,19.82994,19.68035,19.60101,19.96843,19.56904,19.78863,19.61807,19.50875,0.6657361
7847784142573596672,18.68774,18.39498,17.96478,17.76256,17.57938,18.71471,18.37802,17.9583,17.76285,17.58254,2.002691
555113217127376896,19.86765,19.69386,19.38615,19.3088,19.26184,19.69866,19.66099,19.38379,19.31145,19.26954,1.378707
2354304042039011328,24.88089,20.97917,20.02231,20.0579,19.98777,25.51236,20.99228,19.98602,20.06561,19.98615,3.730356
8302561948181655552,21.74874,21.50627,21.30474,20.83768,20.57957,21.78117,21.46876,21.1677,20.78219,19.73094,1.633089
7554812671813152768,21.16644,20.80768,20.55897,20.60924,20.48709,21.04413,20.75339,20.501,20.61782,20.29408,1.084686
2231657642944653312,19.04766,18.51881,18.4681,18.49912,18.31119,19.03119,18.52114,18.46776,18.47646,18.33656,2.278718
4162580137454006272,20.00232,19.42984,19.35131,19.46619,19.20237,20.03163,19.43506,19.34456,19.44174,19.18119,0.8140993
486420402323613696,17.56854,17.48337,17.31843,17.10918,17.01092,17.5643,17.45232,17.31709,17.10735,17.01739,1.924518
7299407114538774528,19.61614,19.5131,19.39827,18.95275,18.8077,19.61784,19.4762,19.39096,18.9376,18.82086,1.899019
3662685795640254464,21.21256,20.388,20.58172,20.53111,20.16837,21.08691,20.39929,20.59784,20.54262,20.2083,2.311301
1121501354884360192,18.95851,18.74858,18.73705,18.64952,18.70175,18.96464,18.73336,18.73956,18.58923,18.70403,1.589424
5707221366605541376,23.65519,21.83953,21.52833,21.50431,21.47659,23.66055,21.78186,21.52431,21.31716,21.0631,1.326205
5951643901206654976,23.06808,21.51051,21.42609,21.30438,21.30929,22.65226,21.47459,21.16095,21.32378,21.15972,2.953119
4725412996057853952,23.06012,22.38123,21.99257,21.82867,21.53669,20.36949,22.29902,21.82684,21.86247,20.45974,3.135561
7699126596833832960,22.34541,21.42315,21.3103,21.36388,21.41416,22.38924,21.39519,21.15996,21.35346,20.56462,2.282258
7290343015490187264,20.69287,20.2601,20.17106,19.89248,19.9374,20.63536,20.21072,20.18316,19.90005,19.80828,1.621132
8228322922369576960,21.78899,21.59886,21.35748,21.19701,20.99741,21.85762,21.55263,21.34852,21.12014,20.92297,1.566747
3143664074068355072,21.20617,19.72059,18.59633,18.29443,17.93932,20.12554,18.6445,17.62411,17.29171,17.02752,0.2476494
4297778560888401920,23.63566,22.60464,21.04651,20.28411,19.73694,19.22577,21.16184,19.92726,19.23674,18.40022,0.5212531
8217001800088875008,21.7798,21.57355,21.7459,21.32405,21.45376,21.59211,21.40601,21.66786,21.30587,20.69948,1.724082
8261862424308281344,22.64354,21.86993,20.95058,20.06857,19.84868,22.37239,21.86486,20.92718,19.96251,19.63492,0.4588717
5018401790015238144,24.57732,24.68521,22.04184,21.01502,20.12932,23.66252,23.65664,21.10244,19.3664,18.97442,1.455
7973626001664700416,21.38683,20.68414,20.60859,20.60779,20.18943,21.35544,20.65324,20.55284,20.56029,20.23454,2.542677
514637169512441856,19.50743,19.62536,19.18731,19.14413,18.96631,19.52534,19.57029,19.17051,19.13228,18.99154,1.347528
5971811413328064512,23.11858,23.81219,21.88291,20.84655,20.3484,23.02128,22.5195,21.17382,19.74231,19.44991,0.6157471
875960612092405760,24.54262,20.99543,19.33095,19.13754,18.98832,22.44844,21.00842,19.32102,19.1227,18.91721,3.953612
8329492286984091648,21.15166,21.08006,20.95647,20.81247,20.95468,21.06009,21.05583,20.92305,20.77324,20.7825,1.468825
7235189038289448960,18.40903,18.18663,17.79797,17.31163,17.37534,18.37967,18.10479,17.66418,17.22407,17.26496,0.1658542
5321092665768079360,21.44975,20.97634,20.77406,20.72891,20.36434,21.38172,20.93267,20.69378,20.63591,20.15319,0.829621
4829074958649585664,21.89492,21.3742,21.39618,21.2709,21.33825,21.66564,21.35079,21.32992,21.20967,19.84891,1.879769
725148845293463552,19.6102,19.33268,19.19805,18.97367,18.94705,19.55305,19.27672,19.18867,18.90153,18.90346,1.654522
8263233241285849088,20.05249,19.96014,19.59646,19.46693,19.0483,19.93049,19.50229,18.86027,18.52639,18.37937,0.2647161
1815082369179215872,21.03221,19.52543,18.67126,18.07153,17.839,18.86737,17.48135,16.70295,16.27097,16.04694,0.09552025
7287066196380938240,23.2335,20.82611,20.67101,20.58722,20.37302,21.77881,20.8371,20.64188,20.61317,20.40746,3.151452
4294436324746391552,22.67964,20.765,20.61474,20.45807,20.45266,22.97999,20.76873,20.62299,20.42454,20.2881,2.944013
8264361342195660800,22.54406,22.18609,21.6524,21.5553,21.78466,22.1466,22.20435,21.59382,21.39153,19.81148,1.430082
6594584972584742912,25.27362,21.40849,20.87486,20.92887,20.91656,25.52964,21.40235,20.88434,20.88689,21.01718,3.241735
7495247728051154944,22.03945,21.80054,21.6087,21.61398,21.57475,21.55701,21.71341,21.59016,21.62103,19.74499,2.179824
6890747777287647232,22.81082,21.83622,21.32759,21.00726,20.55468,22.80767,21.78089,21.26805,21.02069,20.3562,2.008631
6141901190629879808,21.90481,19.7157,19.29604,19.12202,19.15148,21.61364,19.6782,19.28335,19.11058,18.97601,3.142198
5858169466722643968,24.01489,21.72353,21.42154,21.11947,21.18343,22.05914,21.61796,21.34932,21.12164,21.20551,1.812234
6745392063036715008,21.06724,19.78153,19.57862,19.48096,19.39817,21.02582,19.77045,19.55139,19.48071,19.4061,3.123674
5777020007695970304,21.73021,20.94645,20.9218,20.82504,20.29556,21.32421,20.94023,20.83979,20.65866,19.93737,0.7976586
7593168310029185024,20.45409,19.81226,19.59806,19.44872,19.35574,20.46714,19.83948,19.60824,19.42128,19.20559,0.6640897
1879301274709551104,25.07164,21.42508,20.09722,19.99593,20.15113,24.98559,21.39512,20.05975,20.00616,20.01557,3.604256
4323478825536778240,23.46151,22.0043,21.02151,20.39678,19.92455,20.63091,21.88517,21.03186,20.2569,19.89368,0.6725593
617132270490249216,19.75378,19.33818,19.12523,19.05733,19.06028,19.74752,19.30585,19.11226,19.04176,18.96426,0.7959356
5837991778145988608,21.81211,21.03368,20.46059,20.29961,20.04406,21.59473,20.96665,20.44866,20.28714,20.06465,2.403151
7523417216357429248,21.64387,21.25186,21.18733,21.19283,20.77614,21.48907,21.26439,21.1132,21.14057,20.33864,2.139199
1806061974593759232,19.37728,19.33677,19.2006,19.22045,18.83518,19.38731,19.28725,19.14309,19.17172,18.80489,0.2667664
7241882864659918848,21.66582,20.79345,20.41477,20.40435,20.25137,21.61024,20.7082,20.37412,20.34251,20.15975,2.709599
4261767081110466560,20.26898,19.73928,19.62747,19.65164,19.51741,20.20444,19.7248,19.63068,19.65268,19.40346,2.492625
2391551378238498816,18.65186,18.59697,18.39844,18.37072,18.08497,18.63042,18.56057,18.30753,18.19752,17.99503,0.2601994
7664040905913593856,21.8891,21.10618,20.67305,20.04575,19.58521,21.9863,21.13679,20.66774,20.05916,19.53169,2.134067
2985999603398109184,19.8707,19.52103,19.29536,19.05644,18.9559,19.83585,19.4786,19.29596,19.06229,18.95744,1.568284
4366292155481387008,21.87524,21.27548,21.3173,21.34405,21.02673,21.59732,21.25452,21.26035,21.32572,20.47251,2.325101
6637269112714883072,22.82667,21.78552,21.87123,22.01309,21.99292,22.80946,21.69609,21.88866,21.73568,22.03444,2.402046
6782675677902204928,21.13645,20.65676,20.4865,20.31136,20.09726,21.21104,20.59159,20.37859,20.32318,19.84934,1.524148
6451425818509504512,22.7396,21.58322,21.57624,21.61922,21.50363,22.10371,21.49743,21.48233,21.54008,21.50169,2.959876
5401149206059216896,19.7831,19.21723,18.94921,18.79296,18.54622,19.70378,19.19997,18.92343,18.70828,18.4828,0.7105857
1531327828040116224,19.5886,19.33054,19.029,18.76286,18.47269,19.43353,18.88592,18.27515,17.99803,17.77482,0.2550849
8193432670295486464,19.74054,19.62422,19.58012,19.43753,19.25458,19.709,19.60517,19.5675,19.44918,19.14468,1.7773
4323628908873969664,21.33147,20.6641,20.51116,20.48528,19.99793,21.36009,20.63167,20.46019,20.49183,19.92902,2.47999
5318788089899577344,23.98923,21.56762,21.3058,21.31375,21.00294,19.86507,21.56372,21.27897,21.2007,20.50389,2.845327
7987354228082012160,22.47872,21.75326,20.47616,19.96368,19.65458,22.45869,21.56221,20.0644,19.64473,19.33391,0.3390821
7985003747485609984,20.52233,20.28228,19.88559,19.57159,19.44478,20.46288,20.22097,19.84857,19.5606,19.26253,1.476836
8219135128296419328,25.16507,22.79787,22.052,21.82707,22.2225,25.18016,22.82133,21.96995,21.84019,21.74508,2.992657
1211579124447995904,21.39068,20.78691,20.83914,20.8142,20.55636,21.3864,20.78336,20.8091,20.64427,20.45142,0.8820093
7941079355471097856,19.37922,19.03891,18.76235,18.76245,18.56741,19.35303,18.96285,18.76936,18.77452,18.56574,2.333565
2728211949417424896,17.6764,17.30458,17.14664,17.09575,17.09758,17.67851,17.27672,17.12724,17.08552,17.05907,1.980125
7432278696608329728,20.23671,19.96916,19.6634,19.58205,19.38662,20.28038,19.93179,19.644,19.54812,19.41136,2.069895
7498623778571350016,23.94785,20.66037,20.12843,20.01596,19.86002,19.88051,20.63617,20.1376,19.98812,19.66023,3.380546
2200088463762548736,19.37448,19.08688,19.09234,18.84419,18.98296,19.37868,19.09615,19.06365,18.85691,19.00561,1.619465
6620449333521870848,22.09014,21.28976,21.56615,21.39909,20.99281,22.12615,21.23185,21.49385,21.40525,20.95211,2.423278
7298214694463664128,22.24179,21.15655,21.25893,20.83556,21.00713,21.69146,21.14161,21.09423,20.71996,20.21617,0.6300851
5814249475304779776,21.56847,21.1892,21.01093,20.88437,20.65478,21.65868,21.16541,21.01415,20.73735,20.79798,1.613008
6698084476075569152,20.6884,20.21771,19.94386,19.93058,19.63569,20.70755,20.19417,19.92788,19.82124,19.43598,0.86759
7420834433186066432,25.40556,23.2663,22.73394,22.70839,21.84749,25.44752,23.27067,22.74601,22.78466,21.69879,1.344608
8176309974222958592,24.22112,22.8878,21.34217,20.44766,19.65672,19.23881,21.76483,20.62612,19.19045,18.70641,0.235967
5616009174024122368,22.48527,21.55887,21.34967,21.48646,21.25702,22.56041,21.51322,21.32296,21.46083,21.23684,2.774781
5505822164593078272,21.79781,20.01175,19.51297,19.2937,19.06339,21.84242,20.02078,19.51099,19.24117,19.06812,3.064637
4421421118272499712,20.28551,19.79567,19.61586,19.57183,19.74282,20.291,19.79054,19.6191,19.5479,19.70177,1.349911
3629923371246002176,19.4893,19.24173,19.1099,18.86957,18.95627,19.42673,19.20452,19.09768,18.88,18.93486,1.55093
8220248384473853952,21.81977,21.12048,20.70749,20.4964,20.04172,21.63226,21.07146,20.64468,20.41773,20.00651,2.418435
4983400215878496256,20.57136,20.20062,19.99178,20.08873,19.97242,20.4579,20.19883,19.9817,20.06748,19.70282,0.8285047
7328572762409857024,21.2698,20.99089,20.65657,20.63822,20.80157,21.11836,20.99264,20.56267,20.55228,20.72808,1.001107
5327823325123768320,22.89355,21.83859,21.83056,21.79647,21.8019,23.0523,21.71958,21.74139,21.65994,21.88515,1.315526
7265494328050118656,21.27058,19.72041,18.77744,18.2029,17.99034,21.09705,19.69242,18.76221,18.20615,17.99716,0.7542598
7266730178633199616,20.80121,20.42663,20.37775,20.2054,20.17557,20.82375,20.38436,20.34026,20.16458,19.83175,0.6438333
4257227471973969920,21.45547,20.71099,20.63955,20.52021,20.17903,21.01877,20.70635,20.59078,20.46744,20.22711,2.393112
2239493867952957440,19.28789,19.25792,19.15332,19.07326,19.11358,19.30037,19.23637,19.16248,19.05322,19.08082,1.518029
640721197616621568,19.44156,18.90094,18.69991,18.61155,18.36303,19.43357,18.85171,18.70139,18.61489,18.35822,2.228773
5238941553477218304,21.90197,20.87239,20.93084,20.8174,20.66288,21.92067,20.86166,20.84586,20.82429,20.48785,2.467136
8237215497553899520,22.18863,21.45469,20.82776,20.47043,19.8635,22.28054,21.41499,20.83567,20.47456,19.63148,1.830893
8260994635125157888,24.15796,23.0536,22.65001,22.0951,20.99435,21.87473,23.01607,22.57139,18.34114,20.25542,0.2173117
6515659831637635072,17.64787,17.35907,17.2027,16.99569,16.93459,17.67305,17.35402,17.21796,16.99905,16.91494,1.903433
5759135352397426688,21.1586,20.71716,20.51723,20.43447,20.0382,21.11215,20.66754,20.52951,20.40344,19.99139,2.134533
8196597064105914368,21.47937,21.27274,20.97371,21.0058,20.67109,21.48975,21.22198,20.92363,21.00726,20.58748,1.061564
4573653726657179648,21.60279,19.89467,19.66375,19.66669,19.54801,21.64861,19.88822,19.68219,19.63166,19.52672,2.831686
5278491268082233344,22.27822,20.81168,20.62472,20.88266,20.67381,22.41203,20.77693,20.63432,20.85358,20.76016,2.9453
7513174166519607296,21.99552,20.74725,20.28896,20.31547,20.18116,21.98504,20.70275,20.30038,20.32477,20.21338,3.165784
4545342680792231936,22.04455,21.12352,21.04091,20.92413,21.05473,21.93943,21.11185,21.05324,20.91109,21.07246,2.630974
4248147430023557120,24.75463,23.0889,21.61856,21.65036,21.47668,19.93513,22.94501,21.56787,21.56011,20.38776,0.728035
6648454994578829312,21.55846,21.13643,21.0262,20.96941,20.57682,21.36429,21.12801,20.98997,20.99894,20.58899,2.041583
2918353244474337280,20.81753,20.61211,20.48094,19.94766,19.82754,20.84548,20.53157,20.48862,19.9089,19.78471,1.817484
6816217379635916800,21.85902,21.2577,21.22677,21.19356,20.86409,21.90358,21.27741,21.1559,21.16324,20.90151,2.216135
8461228073642817536,20.85391,20.81034,20.58998,20.53773,20.60298,20.88687,20.73814,20.56328,20.50959,20.58891,1.212352
5222059932425842688,23.86366,23.73192,21.60596,20.38449,19.84534,22.78513,23.32146,21.23641,19.76964,19.23691,1.177455
8035806130528251904,21.14648,20.39503,20.13986,19.87007,19.49469,20.87572,20.35604,20.13554,19.83764,19.41105,0.7650433
2015473323340752896,19.37501,19.16586,18.80642,18.51187,18.48388,19.23851,18.88499,18.51979,18.19105,18.13905,0.1612136
7541441514615533568,22.60395,20.86856,20.56982,20.51161,20.38868,21.79151,20.84731,20.52519,20.4876,19.80806,3.18175
4331550340631162880,25.38809,22.39033,20.79054,20.53477,20.2225,25.43866,22.40697,20.77844,20.51252,20.19054,3.941868
2059317717478959104,19.57712,19.11574,18.6325,18.51526,18.36378,19.56036,19.09661,18.59064,18.48447,18.31751,1.07805
3087225587039758336,19.70353,19.12215,18.99237,18.96185,18.85993,19.72052,19.12039,18.98618,18.93836,18.82568,0.7100081
7843110398622101504,22.85223,22.28479,21.27033,20.52455,20.10128,21.243,21.74566,20.31025,19.38419,18.95496,0.6824535
5342495487256358912,24.9521,21.39008,20.94069,20.43044,20.41509,22.1197,21.11677,20.85345,20.40324,20.47112,3.224095
661070954830522368,19.60914,19.3951,19.2424,19.11704,19.32264,19.58612,19.3719,19.23111,19.10559,19.29964,1.475121
6935561671944105984,22.5194,21.9849,21.74925,21.57254,20.5556,20.3319,21.97141,21.75469,21.26183,20.31794,0.8194246
6622818231105810432,20.48818,20.17026,20.14282,20.05102,19.90835,20.53339,20.17793,20.10866,20.05884,19.75636,2.143352
6900837722211676160,21.43893,20.98067,20.63403,20.47124,20.54982,21.50897,20.89763,20.643,20.4198,19.92467,1.440605
6700491307129434112,24.0956,23.10659,21.84045,21.01932,20.37881,22.56713,22.85048,20.78049,19.69957,19.29291,0.5231494
1696860690238695424,22.29,20.58162,20.18377,20.10661,20.23068,21.68022,20.58601,20.18051,20.07911,20.26862,3.081277
8226993063240331264,22.10465,21.60854,21.20613,20.51077,20.24989,22.13533,21.5343,21.15468,20.49132,19.56818,2.023424
4459757795583651840,21.76972,20.62587,20.45212,20.37794,20.12943,21.34885,20.62898,20.42312,20.37638,19.48895,2.899118
6076525327663427584,24.96219,21.89619,21.63783,21.52853,21.73854,25.03949,21.87708,21.68766,21.54821,17.9396,2.89556
2801306932676159488,18.99349,18.49983,18.52218,18.48521,18.39824,19.00295,18.4705,18.51169,18.47346,18.40944,2.491771
5147657349360185344,21.30086,20.61161,20.52108,20.33166,20.22158,21.25484,20.545,20.47849,20.2175,19.92641,2.283611
468416722827765760,20.65012,20.45097,20.12311,20.04128,19.89942,20.44496,20.38947,20.11159,20.02533,19.79665,1.103317
8264229400666109952,21.00903,21.03005,21.11553,20.59011,20.36194,20.81391,20.99744,21.03116,20.58807,20.25276,1.797242
1854381944821803008,19.41574,19.38585,19.34458,19.09183,18.95788,19.43215,19.37834,19.33547,19.08723,18.94903,1.952044
6498732296161128448,23.69056,21.82504,21.54217,21.58868,21.43418,23.73104,21.82961,21.55273,21.61777,21.23552,3.087916
690336936056875008,19.27613,19.42175,19.36093,19.1407,19.57758,19.26274,19.27452,19.37156,19.14432,19.36798,1.753872
7933159573283336192,20.16705,19.54398,19.34795,19.2389,18.94633,20.11986,19.50953,19.3448,19.2436,18.93666,2.284421
2284558727195420672,19.37208,19.32146,19.3402,19.10261,19.1472,19.32243,19.30272,19.33385,19.08903,19.15658,1.839835
7636031674295971840,19.08335,18.98923,18.89627,18.89662,18.5489,19.0531,18.90482,18.62757,18.5011,18.23878,0.3821083
7997392219504570368,22.3145,21.8382,21.80424,21.82331,21.39,21.99031,21.65869,21.60541,21.86875,20.46307,1.714619
7074260666563620864,20.52096,19.87135,19.82332,19.63556,19.56289,20.53071,19.85953,19.78038,19.63921,19.51239,2.718311
6103698658636263424,21.00869,20.43437,20.20294,20.11509,19.8239,20.74625,20.4368,20.1854,19.86366,19.49123,0.8799112
6939049323313950720,21.80537,20.59984,20.50606,20.45421,20.47915,21.06032,20.58737,20.48527,20.42413,20.11905,2.804594
6135054532076040192,21.93388,21.39258,21.6967,21.47371,21.30482,21.85577,21.38506,21.599,21.35847,20.70214,2.245297
5312133295906680832,21.26944,20.56692,20.43213,20.4309,20.09113,21.14604,20.50661,20.44027,20.44425,20.06316,2.430579
7230752508770709504,23.20184,21.7134,21.48194,21.64179,21.04655,22.28621,21.64577,21.43411,21.59093,20.75982,2.606366
611443672726136832,19.60475,19.43925,19.12443,19.05788,19.08616,19.60841,19.43005,19.12929,19.04759,19.07218,1.251582
5131925810978680832,21.38887,20.91589,20.94584,20.95537,20.91901,21.4156,20.93732,20.96163,20.91036,20.70249,0.8770003
7579644041643094016,20.61326,20.22258,20.21672,20.13008,19.80437,20.64437,20.21142,20.22233,20.1312,19.83265,0.7516318
4329162746685485056,22.29395,21.62191,21.53448,21.42315,21.12111,22.27703,21.51551,21.50327,21.15156,20.70219,2.413534
1463796922367109120,20.0108,19.5334,19.61802,19.60879,19.79958,20.02562,19.4901,19.63533,19.59064,19.72688,0.6879862
1106837989616543744,20.58604,20.30532,19.66926,19.15234,18.67811,20.17572,19.19479,18.26532,17.86407,17.50891,0.2202017
8361042772975351808,20.96957,20.88629,20.63883,20.59392,20.44357,20.99751,20.89388,20.61077,20.60547,20.42745,0.910026
7233940267354222592,23.48151,20.33678,20.02937,20.02784,20.03452,23.6088,20.34504,20.02852,19.99844,20.02932,3.201382
5955132096275738624,21.83126,21.26646,21.02719,21.10437,20.5222,21.33682,21.22649,20.95615,21.02597,20.39672,2.444537
6123903010520887296,23.48951,23.861,22.60483,21.43345,20.62884,21.0003,21.6309,20.83602,19.69445,19.72363,1.152511
5107133752749518848,22.24135,21.67531,21.39332,21.2392,20.64905,22.27111,21.53833,21.29285,21.1294,20.6487,1.205599
6427967737326923776,21.65923,21.11294,21.12103,20.82312,20.62953,21.65451,21.11909,21.13221,20.86338,20.29955,0.7098239
5704058063901356032,26.51147,22.36907,22.00522,22.17548,21.81663,26.66764,22.35649,21.87241,21.55005,19.87915,1.597679
323278167861127168,21.88731,20.706,20.43847,20.21513,20.13458,21.94592,20.68243,20.38931,20.15452,20.06134,2.827739
4847011286011801600,21.89009,20.65921,20.49857,20.46333,20.41333,21.92847,20.6359,20.50756,20.4038,20.20997,2.866548
2662804194825627648,19.48896,19.18523,18.96624,18.75769,18.59889,19.49491,19.16571,18.9577,18.70879,18.56122,1.88321
2391437853662930944,20.92883,19.32477,19.19244,19.10107,19.05998,20.94638,19.32582,19.17463,19.1039,19.07013,3.142136
4933698985678008320,21.2314,20.57767,20.32831,20.00398,19.89504,21.15722,20.54965,20.33286,20.01156,19.93106,1.572112
1533551590592505856,19.00632,18.94595,18.84653,18.82548,18.87067,18.98778,18.96511,18.8431,18.78295,18.87208,1.426889
471845274977855488,18.97691,18.82369,18.78756,18.54958,18.53039,18.96203,18.82927,18.79701,18.55308,18.53522,1.767931
6740771369833394176,24.20324,23.82723,21.92928,20.78313,20.15676,20.31831,22.53759,19.98069,18.97176,18.66253,1.536566
