specObjID,psfMag_g,psfMag_r,psfMag_i,cModelMag_g,cModelMag_r,cModelMag_i,class
693699792856967168,19.68467,19.18512,18.86164,17.2616,16.8388,16.56851,1
4456461179393077248,23.97596,22.46747,21.1156,21.01331,21.2725,19.45168,1
7215937963606863872,22.27903,20.98775,20.0444,21.62187,19.77026,18.77427,1
6175704851898101760,22.73453,21.68483,21.09295,20.62528,20.24161,19.49056,1
719595212011235328,20.28864,19.21911,18.64395,18.29678,17.58978,17.12881,1
6444873274886909952,20.28858,18.85448,18.37726,19.21175,17.91761,17.3805,1
2446680618122110976,19.965,19.52918,19.41031,16.62853,16.15703,15.93497,1
1697924728875935744,19.96858,19.40418,18.84794,18.2796,17.80694,17.4568,1
2490517320661755904,20.12508,19.09515,18.65451,18.54932,17.52491,17.15305,1
6921079730238844928,22.45878,22.16389,21.25395,21.20835,19.6631,18.41562,1
5639898261181100032,21.82398,20.24119,19.48809,20.25296,18.85378,18.23531,1
712795830980995072,19.0998,18.30944,17.88059,17.72574,16.90987,16.51403,1
5065623060850864128,23.03293,21.26982,20.25699,22.47162,20.44451,19.71933,1
318661036292990976,19.36557,18.98867,18.64238,18.27487,17.71469,17.32477,1
691364997749565440,21.95957,20.13033,19.64802,19.75965,18.14918,17.68181,1
4042004117446127616,23.14589,22.04183,21.21941,22.07536,20.22454,19.53785,1
6627090658497327104,23.11816,21.2148,20.51463,21.95033,20.10662,19.28844,1
6412181214304333824,22.59269,21.05981,20.24944,22.26272,20.64417,19.65934,1
8319321529347930112,21.13678,20.64438,20.32372,20.99542,20.54158,20.18881,1
4984503026074710016,21.0386,19.54176,18.91547,19.45288,18.15194,17.37187,1
340172157193578496,17.54953,16.79136,16.38052,16.70165,15.93422,15.56483,1
5306617875636350976,23.06506,21.84838,20.8727,22.69666,21.19532,19.90783,1
6941347302431453184,19.538,18.34258,17.87458,18.19582,17.01411,16.52696,1
2728130585556969472,19.45598,18.99866,18.49744,18.43158,17.71018,17.19329,1
6924299649168371712,23.66947,22.1092,20.96583,21.67825,21.17653,19.36642,1
8347633953410838528,22.85593,21.64747,20.58638,21.80163,20.98715,20.05774,1
4711006919346286592,22.39914,20.70308,19.94396,21.13937,19.54095,18.91786,1
4242467908146098176,23.7762,21.44727,20.436,22.55045,20.48601,19.43172,1
4863984453469007872,22.67312,20.79581,20.00852,21.98368,19.73989,19.09402,1
7516605466928672768,22.16482,20.384,19.704,20.55129,19.40166,18.65964,1
