specObjID,fa,fb,fc,fd,fe,ff,fg,z
5517045429500047360,1.017125,-3.581951,0.9798135,0.105871989298941,0.9557853,1.031259,-0.0281868,2.004303
5758066077305860096,1.004549,-0.7053165,0.9951641,0.0473295707756819,0.9930045,1.010244,-0.01143837,2.528531
4756011854936600576,1.013655,-0.9084873,0.9959623,0.0685977682315171,0.9936057,0.9905878,0.01839256,2.721528
4446381686808834048,1.002089,-1.76688,0.9893015,0.0857707552851696,0.9993843,1.008635,0.0009460449,1.243113
7839714281679155200,1.004379,-0.04787445,0.9903035,0.023922019110821,1.003734,1.005888,0.02969742,1.669303
2291231381960812544,0.9971585,-0.4539585,1.00623,0.017543657340639,1.002609,1.008089,0.07349968,0.7801678
736441379416205312,1.002823,0.03964043,0.9839459,0.00953986573272823,0.9966518,1.000041,-0.0009346008,1.788024
5283955009930326016,0.99861,-0.7781239,0.996408,0.0596946271545705,0.9944451,1.000291,0.06645584,2.44797
4860565515116670976,1.00245,-0.596983,1.001485,0.0586918872580369,1.000651,1.009941,0.02531242,0.8211451
4795462607354654720,1.001542,-0.4028721,0.9964425,0.0353102135133058,1.005573,1.016926,0.002561569,2.253202
6770100288302542848,1.000126,-0.6092186,1.001635,0.02332716412591,1.003175,1.004461,0.03560257,2.413745
5302023285985964032,1.007183,-0.3947506,0.9866892,0.0877969898462627,0.9981276,1.012691,0.03074074,1.846049
6908728640692482048,0.9936276,-2.792271,0.9520698,0.219821773535221,1.027148,1.021485,0.3086948,1.216703
7250844160327610368,1.009959,-1.468658,0.9910415,0.162526561323877,1.008216,1.034594,0.08415222,2.403153
4441885783729303552,1.051356,-1.842972,0.9927737,0.155356753073346,1.001567,0.9916994,-0.06826591,1.361268
8359827262971508736,1.018636,0.1543159,0.9923719,0.0977775591417745,0.9951361,1.013629,-0.04627609,2.028706
8263072437408296960,1.002914,-0.1637325,0.9902873,0.0560690160802574,0.9956932,0.9981794,0.06511116,1.761191
6817557134772465664,1.007587,-0.7239609,1.002167,0.051701766768294,0.9988605,1.011144,-0.01017952,2.525433
3332772377548318720,1.003399,-1.632755,0.9869065,0.114731492649117,0.9832095,1.011955,-0.01046371,2.688321
1890525634396973056,1.004142,-1.061483,0.9823505,0.0161274601105851,0.9270865,1.010726,0.003950119,1.387325
1536969422688774144,1.002948,-0.1599388,0.9860736,0.0141650944012659,0.9964473,0.9998484,0.0008335114,1.584909
5200705761357524992,0.9259235,1.2356,0.8937995,0.0751600534809922,1.043151,1.112397,1.544609,0.7553464
5750230408646815744,1.102403,-0.6182156,1.007225,0.0618685996269944,0.9928821,1.004537,-0.009645462,2.817319
6095888278358781952,1.004583,-0.6262531,0.986576,0.0472140508377035,1.000685,1.010077,0.07812119,2.32444
659950552431486976,0.997162,-1.50581,0.9964712,0.0383518027767853,0.9521014,0.995689,-0.006225586,3.704647
7323113962961825792,1.00197,-1.320427,0.9886501,0.0151252618860439,0.9839993,0.9992585,-0.00356102,3.060469
865918259432548352,1.004211,-0.2577705,0.9960466,0.0436956843525196,1.002823,1.012903,-0.008478165,2.163335
4743679731982594048,1.003595,-3.194757,0.9860626,0.0210118997347887,0.9740815,1.001375,0.01560783,2.954782
7228424842252054528,1.005621,-0.3061657,0.9920192,0.0341151013687007,1.006942,1.027556,-0.01651382,2.174353
7568305878760878080,1.004007,-0.6308517,1.00438,0.0438019732141367,1.000394,1.019937,0.04225349,2.454524
7557107902420021248,0.9965852,-0.4128838,0.9790936,0.056305976267187,1.009839,1.012367,0.2606201,2.185683
6775857056190230528,1.015011,-0.4960155,0.9976915,0.151762551754315,0.9975594,1.010364,0.06456566,2.708261
8263235439822565376,0.9536405,0.3716717,0.9456277,0.0188070143552661,1.005312,1.06534,0.9405403,0.264811
5226463750869676032,1.004892,-1.686554,0.9945619,0.100152502445225,1.007294,1.023004,-0.01937103,2.454142
7281298156838121472,0.9926055,-0.2448368,0.9906778,0.0929188886025189,0.9944813,1.024057,0.2828388,2.486058
4146854920274505728,1.008883,-0.5617981,1.001078,0.0538419339022796,0.993219,1.00245,-0.01593399,2.692901
8364399856332763136,1.006452,0.06371307,0.9923015,0.0417655726232142,0.9853336,0.9992141,0.023592,1.291615
684657954070226944,1.002237,0.130621,0.9940668,0.0177023836513773,0.9895979,0.9869696,0.02167511,1.237026
7185647243885211648,1.001449,-0.5327148,0.9979153,0.0349652325935579,1.001853,1.009976,0.01739883,2.220301
7839772006039613440,1.000273,-0.4154148,1.001768,0.0175137741527292,1.00628,1.013839,0.01221275,2.371178
5858231039373799424,1.003955,-2.116854,0.9884133,0.0485126481878317,0.946385,0.9951386,0.02950287,3.855829
7539091854257221632,1.000946,-3.500027,0.9905305,0.13837505028247,0.9885641,0.9856802,0.08774376,3.344408
6606783503550574592,0.9997824,-0.9416618,0.994995,0.0866498985124894,0.9924203,1.006516,0.121542,1.557136
4575853024505425920,1.000425,-0.2554016,1.004838,0.0480170621874839,0.9876068,1.014152,0.003267288,1.034455
5990934944527609856,1.004647,-0.8050652,0.995023,0.0289001748511852,0.9795752,1.009052,0.001586914,2.445204
6041698846844317696,0.9997595,-0.8801136,1.002431,0.0921444845464942,1.000154,1.035014,0.08485985,2.642364
752135808659515392,0.9528677,0.3829975,0.9321877,0.0154273334987362,1.004588,1.071194,0.9734879,0.2135892
1046084202061129728,1.005547,-0.3397083,0.9774485,0.0245008247754085,0.9861355,1.015676,-0.003715515,1.95195
5208535109586317312,0.9958759,-0.4877872,0.985828,0.0404042021054769,0.9967105,0.9985183,0.04677391,1.598775
2993932854502647808,0.9721441,-0.1167812,0.9595869,0.0138871402886937,0.9972057,1.052685,0.5572071,0.2815127
1338870131224242176,1.003219,-0.3353119,1.001901,0.0351585580417493,1.004987,1.009496,0.01234818,0.8350281
6157643998586138624,1.028361,-1.064142,1.002073,0.120656939300207,1.010877,1.017742,0.001150131,2.20031
5391049370932801536,0.9696286,-0.1476765,0.9121801,0.096219385559957,0.9255705,1.047583,0.6845779,0.6332179
5472093270182653952,1.005316,-3.719175,1.002931,0.0571417174123224,0.982573,1.015128,-0.01619148,3.145838
7523428211473707008,0.9863725,-0.5370693,0.9838827,0.105183918664168,0.9941537,1.032271,0.3368359,0.8200617
